出租方式,户型,建筑面积,层数,低层,中层,中高层,高层,超高层,楼,朝向,装修,地址,字段9,字段10,字段11,字段12,字段13,字段14,字段15,标题,价格,字段25
整租,2室2厅1卫,90,30,0,0,0,1,0,中,东北,精装修,西站大什字华润万家楼上,床,电视,,洗衣机,,热水器,暖气,房源编号 693059,3200,海鸿广场(七里河区/西站)
整租,3室1厅1卫,87,68,0,0,0,0,1,低,南,简单装修,大同路,床,电视,冰箱,,,热水器,暖气,房源编号 693042,600,南区六号(红古区/红古)
整租,2室1厅1卫,70,12,0,1,0,0,0,高,南,简单装修,11中*水利厅家属院,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 692933,2500,11中*水利厅家属院(城关区/东方红广场)
整租,2室1厅1卫,60,2,1,0,0,0,0,中,南北,简装修,十里店*东校区门口,床,,,,,,暖气,房源编号 693056,1100,十里店*东校区小区(安宁区/黄河市场)
整租,2室0厅1卫,50,6,1,0,0,0,0,高,南,精装修,十一中附近,床,,,,,热水器,暖气,房源编号 693055,1500,兰海商贸城附近《中介勿扰》(城关区/东方红广场)
整租,2室1厅1卫,50,8,1,0,0,0,0,中,东,简装修,武都路616号,床,,,,,,,房源编号 693052,2000,"兰房大厦
                            (城关区/西关什字)"
整租,2室1厅1卫,52,5,1,0,0,0,0,高,东南,简装修,省煤炭局家属院,床,,冰箱,,,热水器,暖气,房源编号 693054,2000,省煤炭局家属院(城关区/盘旋路)
整租,4室2厅2卫,165,33,0,0,0,0,1,高,南北,精装修,排洪南路,床,,,,,热水器,暖气,房源编号 693050,4000,"八一阳光家园
                            (城关区/东部市场)"
整租,2室2厅1卫,85,32,0,0,0,1,0,低,南北,精装修,中和*世家,床,,,,,热水器,暖气,房源编号 693047,2300,中和*世家(安宁区/培黎广场)
整租,3室0厅1卫,50,5,1,0,0,0,0,高,南北,简装修,兰州市城关区张掖路延寿巷17号,床,,,,,热水器,暖气,房源编号 692804,1700,延寿巷17号(城关区/西关什字)
整租,2室1厅1卫,68,3,1,0,0,0,0,高,南北,中等装修,机车厂一区家属院（省博物馆后面）,床,电视,,,,热水器,暖气,房源编号 693046,1500,西站机车厂一区家属院(七里河区/西站)
整租,1室1厅1卫,45,6,1,0,0,0,0,高,南北,简装修,付家巷小区,床,,冰箱,,,热水器,暖气,房源编号 693045,1800,付家巷小区(城关区/西关什字)
整租,3室1厅1卫,96,32,0,0,0,1,0,中,南北,精装修,兰州市安宁区深安路368号中集幸福里小区1#楼12楼,,电视,,,,热水器,暖气,房源编号 693044,2500,安宁区中集幸福里住宅小区(安宁区/刘家堡)
整租,3室1厅1卫,96,32,0,0,0,1,0,中,南北,精装修,安宁区深安路368号中集幸福里1#楼1204,,,,,,热水器,暖气,房源编号 693043,2500,安宁区中集幸福里(安宁区/刘家堡)
整租,2室1厅1卫,66,7,1,0,0,0,0,高,南北,精装修,兰州市城关区中林路，联通大厦附近,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 693041,2200,中林路银行家属院(城关区/南关什字)
整租,2室2厅1卫,100,33,0,0,0,0,1,中,南,简单装修,雁北路(西邻辰北花园、鸿运润园与天庆莱茵小镇相邻),,,,,,热水器,暖气,房源编号 693039,3000,"天庆格林小镇
                            (城关区/雁滩北)"
整租,1室1厅1卫,65,34,0,0,0,0,1,高,西,精装修,白银路55号,床,电视,,,,热水器,暖气,房源编号 693038,3200,中广千隆家园(城关区/五泉广场)
整租,1室1厅3卫,500,3,1,0,0,0,0,高,南,精装修,西津西路239号,,电视,,,空调,,暖气,房源编号 693037,28000,甘肃五金物流中心(七里河区/西站)
整租,2室1厅1卫,87,9,0,1,0,0,0,高,南北,精装修,段家滩三岔路口,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 693036,2000,段家滩荣成家园(城关区/东部市场)
整租,2室1厅1卫,66,7,1,0,0,0,0,高,南北,精装修,兰州市城关区中林路,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 693035,2200,中林路银行家属院(城关区/南关什字)
整租,3室2厅1卫,109,18,0,0,1,0,0,低,西北,精装修,安宁东路十里店里程沟2号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 684628,3000,"金泽嘉园
                            (安宁区/培黎广场)"
整租,2室1厅1卫,66,7,1,0,0,0,0,高,南北,精装修,南关十字附近中林路，中国联通大厦附近,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 693029,2100,兰州市城关区南关十字附近中林路银行家属院(城关区/南关什字)
整租,2室1厅1卫,60,6,1,0,0,0,0,中,南北,简装修,兰工坪路350-364,床,,冰箱,,,,暖气,房源编号 693028,1200,"兰州塑料厂家属院
                            (七里河区/小西湖)"
整租,2室1厅1卫,60,3,1,0,0,0,0,高,东西,豪华装修,省医西院区旁边,床,,,,,热水器,暖气,房源编号 693026,1000,甘肃省检修职工医院住宅楼(七里河区/秀川)
整租,2室1厅1卫,65,8,1,0,0,0,0,中,东西,简装修,城关区曹家巷59号,床,电视,冰箱,,,热水器,暖气,房源编号 659142,2200,兰州二中曹家巷家属院(城关区/东方红广场)
整租,3室1厅1卫,144,12,0,1,0,0,0,高,不限,简单装修,兰新市场118号楼旁,,,,,,热水器,暖气,房源编号 693023,3900,"兰新大西洋
                            (城关区/东部市场)"
整租,1室0厅1卫,20,4,1,0,0,0,0,中,南北,简装修,广场西口*机关家属院,床,电视,,,,,暖气,房源编号 693022,700,广场西口*机关家属院(城关区/东方红广场)
整租,3室2厅2卫,118,18,0,0,1,0,0,中,南,简单装修,兰州市榆中县定远镇园区大道大名城项目部,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 693020,2000,"兰州大名城
                            (榆中区/榆中)"
整租,2室2厅2卫,60,8,1,0,0,0,0,中,南北,简装修,东岗东路1690号（凯地华丽家族正*。凯地.华丽家族,,,,,,,暖气,房源编号 693013,1600,市外贸家属院(城关区/东部市场)
整租,5室3厅3卫,274,3,1,0,0,0,0,中,南北,毛坯,兰州什川,,,,,,,,房源编号 660213,1000,兰州林隐天下(皋兰/皋兰)
整租,3室2厅2卫,104,8,1,0,0,0,0,低,东,简装修,建工西街38号,床,电视,,洗衣机,,热水器,暖气,房源编号 693012,2600,西北*联建楼(七里河区/西站)
整租,2室1厅1卫,65,6,1,0,0,0,0,高,南,简单装修,定西路211号,床,,,,,,暖气,房源编号 693011,1800,"二十一冶
                            (城关区/东部市场)"
整租,3室2厅1卫,116,30,0,0,0,1,0,高,南,精装修,大青山蔬菜瓜果批发市场北侧,,,,,,,,房源编号 693008,2300,"恒大山水城
                            (榆中区/和平开发区)"
整租,2室1厅1卫,85,17,0,0,1,0,0,低,南,简装修,纬四路兰石宾馆旁,床,电视,,,,热水器,暖气,房源编号 690573,1600,"兰石·睿智名居
                            (永登区/永登)"
整租,3室1厅1卫,68,9,0,1,0,0,0,高,南北,精装修,火车站西路1-235号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 693007,2500,"居安小区
                            (城关区/五泉广场)"
整租,2室1厅2卫,86,23,0,0,0,1,0,高,不限,简单装修,西站十字图书大厦,,,,,,,,房源编号 693005,2600,西站图书大厦(七里河区/西站)
整租,2室1厅1卫,57,6,1,0,0,0,0,高,南北,简装修,一只船南街785号,床,,,,,,暖气,房源编号 693004,2000,"一只船煤炭局小区
                            (城关区/盘旋路)"
整租,2室2厅1卫,81,8,1,0,0,0,0,低,南北,精装修,铁路局八栋楼虹山新村202号。201。,床,,冰箱,,,热水器,暖气,房源编号 693003,1700,八栋楼房建公司家属院。(城关区/火车站)
整租,5室2厅1卫,196,32,0,0,0,1,0,中,南,简单装修,"张掖路19号,省政府*",,,,,,,,房源编号 692833,7800,"泰生大厦
                            (城关区/西关什字)"
整租,1室1厅1卫,50,28,0,0,0,1,0,低,不限,不限,西关什字临夏路187号 (静安大厦东侧),床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692895,2800,"中广都市丽景
                            (城关区/西关什字)"
整租,2室2厅1卫,96,34,0,0,0,0,1,高,西南,简装修,西客站广场,,,,,,,暖气,房源编号 692998,2400,西客站天和苑小区(七里河区/西站)
整租,2室2厅1卫,142,9,0,1,0,0,0,高,东西,精装修,中街子94号,,,,,空调,热水器,暖气,房源编号 675379,3000,中街子(城关区/南关什字)
整租,1室1厅1卫,54,8,1,0,0,0,0,高,南,简装修,西津路以南(雷坛河西侧),,电视,冰箱,洗衣机,空调,,,房源编号 692991,1300,"孙家台经济适用房
                            (七里河区/小西湖)"
整租,2室2厅1卫,105,8,1,0,0,0,0,高,南北,精装修,十里店师大*,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692989,2100,南街花园(安宁区/培黎广场)
整租,2室2厅1卫,109,30,0,0,0,1,0,高,南北,简装修,排洪南路279,,,,,,热水器,暖气,房源编号 692987,2600,"汽修二厂家属院
                            (城关区/火车站)"
整租,1室1厅1卫,55,32,0,0,0,1,0,低,北,精装修,和平饭店十字路口阳光雅居小区,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692984,2500,阳光雅居(城关区/火车站)
整租,3室2厅1卫,150,18,0,0,1,0,0,低,南北,简装修,高新开发区国泰家园*南河路25-29号,,,,,,热水器,暖气,房源编号 662410,4000,"农垦小区
                            (城关区/雁滩南)"
整租,3室1厅2卫,166,34,0,0,0,0,1,高,不限,简单装修,安宁东路(黄河市场东侧),,,,,,,,房源编号 692971,3000,"锦绣半岛
                            (安宁区/黄河市场)"
整租,4室2厅2卫,172,32,0,0,0,1,0,中,西南,精装修,吴家园,,,,,,热水器,暖气,房源编号 692969,4200,"兰滨小区
                            (七里河区/小西湖)"
整租,2室1厅1卫,146,7,1,0,0,0,0,高,不限,简单装修,安宁区安宁西路531号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 692963,2000,"安宁区地税局家属院
                            (安宁区/费家营)"
整租,3室2厅2卫,118,8,1,0,0,0,0,中,南北,精装修,七里河区金港城后门,床,,,,,热水器,暖气,房源编号 692960,2000,"金惠佳苑
                            (七里河区/西站)"
整租,2室2厅1卫,86,11,0,1,0,0,0,高,东南,精装修,西站酒吧*街,床,电视,冰箱,,,热水器,暖气,房源编号 692956,3000,西站阳光家园紫荆苑(七里河区/西站)
整租,2室1厅1卫,87,9,0,1,0,0,0,高,南北,精装修,段家滩三岔路口,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692951,2000,段家滩荣成家园(城关区/东部市场)
整租,2室1厅1卫,87,9,0,1,0,0,0,高,南北,精装修,段家滩三岔路口,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692948,2000,段家滩荣成家园(城关区/东部市场)
整租,2室1厅1卫,89,8,1,0,0,0,0,中,南北,中等装修,兰棉家属院,床,电视,冰箱,,,热水器,暖气,房源编号 692947,1300,兰棉家属院(西固区/西固城)
整租,2室1厅1卫,70,5,1,0,0,0,0,中,南北,简单装修,十里店南街花园,床,,冰箱,,,,暖气,房源编号 692942,1500,安宁区十里店南街花园(安宁区/培黎广场)
整租,1室0厅1卫,50,32,0,0,0,1,0,高,西,精装修,任家庄112号,床,,冰箱,洗衣机,,热水器,暖气,房源编号 667874,2500,"仁恒美林郡
                            (七里河区/西站)"
整租,2室1厅1卫,65,6,1,0,0,0,0,中,南北,中等装修,兰州市城关区*新村132号（兰州八中南门） 2室1厅,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692939,2000,兰州市城关区*新村132号(城关区/西关什字)
整租,2室2厅1卫,82,8,1,0,0,0,0,高,南北,精装修,金港城,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692940,2300,金港城(七里河区/西站)
整租,2室2厅1卫,98,30,0,0,0,1,0,中,西北,简装修,金轮宾馆北侧,,,,,,热水器,暖气,房源编号 692938,4000,中铁科技大厦(城关区/东方红广场)
整租,2室2厅1卫,89,30,0,0,0,1,0,中,东南,豪华装修,西*东门,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 692937,2800,培黎广场尚座(安宁区/培黎广场)
整租,2室2厅1卫,90,8,1,0,0,0,0,高,南北,中等装修,东方花苑西200米,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 692936,1800,东方花园(城关区/二热)
整租,1室2厅1卫,60,8,1,0,0,0,0,中,南北,中等装修,曹家巷54号,床,,,,,热水器,暖气,房源编号 692934,1900,曹家巷(城关区/南关什字)
整租,2室2厅1卫,70,8,1,0,0,0,0,低,不限,简单装修,西津东路550-582号,床,电视,冰箱,,,热水器,暖气,房源编号 692932,2500,"七里河电力设计院小区
                            (七里河区/小西湖)"
整租,2室0厅1卫,50,9,0,1,0,0,0,高,东西,简装修,城关 东方红广场]武都路98号,,,冰箱,,空调,,,房源编号 692931,1800,"华亭街工商局家属院
                            (城关区/东方红广场)"
整租,1室2厅1卫,62,8,1,0,0,0,0,中,南,简单装修,东岗镇路203号,床,,,,,,,房源编号 692929,1500,"黄河沿小区
                            (城关区/东岗)"
整租,2室1厅1卫,65,16,0,0,1,0,0,高,东西,中等装修,大众巷22-44号(双号),床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692928,2600,"大众巷22-44号(双号)
                            (城关区/西关什字)"
整租,3室1厅1卫,97,7,1,0,0,0,0,中,东,简装修,邓家巷,床,,,,,,暖气,房源编号 692927,2500,城关区邓家巷(城关区/东方红广场)
整租,1室1厅1卫,35,6,1,0,0,0,0,低,南北,简装修,甘肃省兰州市七里河区吴家园西街1号(火星街1号)后面,床,,,,,热水器,暖气,房源编号 692926,1500,"兰州市第一人民医院家属院
                            (七里河区/西站)"
整租,2室1厅1卫,91,26,0,0,0,1,0,中,南,精装修,银滩桥西银滩路(众邦金水湾北侧),床,,,,,热水器,暖气,房源编号 692923,2600,"天居锦河丹堤
                            (安宁区/黄河市场)"
整租,2室1厅1卫,63,7,1,0,0,0,0,高,南,简单装修,七里河西津东路639号,床,,,洗衣机,,热水器,暖气,房源编号 692922,1800,"七里河西津广场建工局东院
                            (七里河区/小西湖)"
整租,3室0厅1卫,85,6,1,0,0,0,0,高,南北,简装修,广场东口东岗西路二轻局家属院,,,,,,,暖气,房源编号 651728,2500,春风广场(城关区/东方红广场)
整租,1室1厅1卫,50,12,0,1,0,0,0,中,西南,简装修,西关十字临夏路下沟70号附近,,电视,,,,,,房源编号 692918,1800,"静安小区
                            (城关区/西关什字)"
整租,2室1厅1卫,102,30,0,0,0,1,0,低,南北,精装修,城关区张掖路,,,,,,热水器,暖气,房源编号 692915,5200,省政府斜*中环广场D塔701室(城关区/南关什字)
整租,3室1厅1卫,85,6,1,0,0,0,0,高,南北,中等装修,静宁路武都路十字西200米贡元巷口,,,,,,热水器,暖气,房源编号 692913,3500,甘肃省公安厅家属院(城关区/东方红广场)
整租,1室1厅1卫,46,25,0,0,0,1,0,低,东南,简单装修,火车站西路86号,床,,冰箱,,,热水器,暖气,房源编号 692912,2400,海天新都(城关区/火车站)
整租,2室2厅1卫,96,33,0,0,0,0,1,高,南,简单装修,王家堡,,,,,,,,房源编号 692909,2300,西站商圈光明城小区(七里河区/西站)
整租,2室2厅1卫,84,7,1,0,0,0,0,高,不限,简单装修,榆中县城,床,,,,,,暖气,房源编号 692908,1600,玉桥嘉园(榆中区/榆中)
整租,2室2厅1卫,130,33,0,0,0,0,1,中,西南,精装修,火车站东路123号公交五公司,,,,,,热水器,暖气,房源编号 681444,3000,"公交五公司火车站东路高层综合楼
                            (城关区/火车站)"
整租,2室1厅1卫,50,6,1,0,0,0,0,中,南北,精装修,广武门后街4号,床,,冰箱,,,热水器,暖气,房源编号 692906,2200,城关区农行家属院(城关区/东方红广场)
整租,3室1厅1卫,80,6,1,0,0,0,0,高,东西,不限,天水路与麦积山路十字,,,,,,,,房源编号 692905,2400,"煤炭局家属院
                            (城关区/盘旋路)"
整租,1室1厅1卫,40,6,1,0,0,0,0,高,南,简装修,西关上沟45号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692901,2100,"付家巷小区
                            (城关区/西关什字)"
整租,2室1厅1卫,96,8,1,0,0,0,0,高,南北,中等装修,西津西路980号,床,,,,,热水器,暖气,房源编号 692902,1300,秀川东立物资回收公司家属楼(七里河区/秀川)
整租,1室1厅1卫,40,6,1,0,0,0,0,高,不限,简单装修,西关上沟45号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692900,2100,"付家巷小区
                            (城关区/西关什字)"
整租,2室2厅1卫,70,32,0,0,0,1,0,低,东北,简装修,铁路局铁*门口云祥小区,床,,冰箱,,,热水器,,房源编号 692899,3500,云祥小区(城关区/火车站)
整租,1室1厅1卫,58,32,0,0,0,1,0,高,南北,简装修,火车站25号,,,,,,,,房源编号 692898,1800,绿茵小区(城关区/火车站)
整租,1室1厅1卫,45,7,1,0,0,0,0,高,北,简装修,雁滩路2618号,床,,,,空调,热水器,,房源编号 692891,1600,"天庆花园
                            (城关区/雁滩南)"
整租,2室1厅1卫,50,7,1,0,0,0,0,低,不限,简单装修,西固小桥洞街区,床,,冰箱,,,,暖气,房源编号 692890,1200,西固小桥洞街区(西固区/西固城)
整租,2室1厅1卫,70,8,1,0,0,0,0,低,南,简装修,中林路127号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692887,2100,"兰州剧院家属院
                            (城关区/南关什字)"
整租,2室1厅1卫,101,34,0,0,0,0,1,低,南北,中等装修,西津西路兰西天和苑,,,,,,,暖气,房源编号 692886,2500,兰西天和苑(七里河区/西站)
整租,2室1厅1卫,64,8,1,0,0,0,0,高,北,简装修,西站光华街77-169号,床,,,,,热水器,暖气,房源编号 680230,1500,"轴承厂家属院
                            (七里河区/西站)"
整租,2室1厅1卫,56,8,1,0,0,0,0,中,南,简装修,敦煌路201号附近,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 692884,2200,"兰石家属院
                            (七里河区/西站)"
整租,2室2厅1卫,102,28,0,0,0,1,0,低,西,简装修,张掖路中段(*广场东南角),,,,,,热水器,暖气,房源编号 684639,5500,"中环广场
                            (城关区/西关什字)"
整租,1室1厅1卫,46,6,1,0,0,0,0,高,南北,简装修,安宁东路471-841号,床,,,洗衣机,空调,热水器,暖气,房源编号 692882,1500,"师大家属院
                            (安宁区/培黎广场)"
整租,2室1厅1卫,80,8,1,0,0,0,0,高,南北,中等装修,距西固城800米庄浪西路兰化三中东校区旁,床,电视,,洗衣机,,热水器,暖气,房源编号 692881,1200,西固热电小区(西固区/西固城)
整租,4室2厅2卫,169,28,0,0,0,1,0,低,南北,简装修,兰鑫小区,,,,,,热水器,暖气,房源编号 692880,3400,兰州市城关区雁南路兰鑫小区(城关区/雁滩南)
整租,1室1厅1卫,70,24,0,0,0,1,0,中,东,豪华装修,西关什字兰医二院东,,,,,,,暖气,房源编号 679180,3200,"金城名苑
                            (城关区/西关什字)"
整租,2室1厅1卫,70,9,0,1,0,0,0,高,南,简单装修,甘南路585-597号,床,电视,冰箱,,,热水器,暖气,房源编号 692781,1999,"田野花园
                            (城关区/东方红广场)"
整租,3室2厅2卫,151,6,1,0,0,0,0,中,南北,中等装修,雁滩雁兴路116、130、124路车终点(天庆花园东,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692878,3000,"基业豪庭
                            (城关区/雁滩北)"
整租,2室1厅1卫,50,10,0,1,0,0,0,高,东西,中等装修,永昌路243号附近,床,,冰箱,洗衣机,,热水器,暖气,房源编号 688874,1800,"西苑小区
                            (城关区/西关什字)"
整租,3室2厅1卫,105,8,1,0,0,0,0,高,南北,精装修,兰州市七里河区,床,,冰箱,洗衣机,,热水器,暖气,房源编号 653666,2000,七里河桥家桥604家属院(七里河区/龚家湾)
整租,2室1厅1卫,80,12,0,1,0,0,0,中,不限,简单装修,任家庄170号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692877,2000,"富民小区
                            (七里河区/西站)"
整租,2室1厅1卫,90,24,0,0,0,1,0,高,南,简装修,城关区甘南路670号,床,电视,冰箱,,空调,热水器,暖气,房源编号 670335,2800,兰州一中附近工商苑小区(城关区/南关什字)
整租,2室1厅1卫,70,7,1,0,0,0,0,中,东西,精装修,通渭路77号附近,床,,冰箱,洗衣机,,热水器,暖气,房源编号 692871,2700,"通渭路文化馆家属院
                            (城关区/西关什字)"
整租,2室2厅1卫,113,21,0,0,0,1,0,中,不限,简单装修,白银路199号祁连山房产大厦九楼903室。,,,,,,热水器,暖气,房源编号 692870,3500,白银路199号祁连山房产大厦(城关区/五泉广场)
整租,3室2厅1卫,128,28,0,0,0,1,0,高,南,精装修,刘家滩326号,,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692869,3200,雁乐家苑(城关区/雁滩北)
整租,2室1厅1卫,76,4,1,0,0,0,0,中,南北,中等装修,榆中县*人民医院家属院,床,电视,冰箱,,,,暖气,房源编号 692868,1200,榆中县县医院家属院(榆中区/榆中)
整租,2室2厅1卫,103,27,0,0,0,1,0,低,南北,简装修,西站万辉商圈,,,,,,热水器,暖气,房源编号 668411,2500,西站好房(七里河区/西站)
整租,2室1厅1卫,86,8,1,0,0,0,0,高,东西,中等装修,"二热十字西北角,嘉峪关北路原东岗实验小区2号街坊内",床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692867,1800,"东岗家园
                            (城关区/二热)"
整租,2室2厅1卫,123,31,0,0,0,1,0,中,南,简装修,"雁滩兰州专利大厦旁边,坐115路在高新创业中心下站即",床,,,,,热水器,暖气,房源编号 680379,3000,"国泰嘉园
                            (城关区/雁滩南)"
整租,1室1厅1卫,40,8,1,0,0,0,0,中,南,简装修,兰州市七里河金港城,床,,,,,,暖气,房源编号 692865,1400,"金港城金福花园
                            (七里河区/西站)"
整租,3室2厅2卫,120,26,0,0,0,1,0,低,北,精装修,庆阳路452号双城门国美电器西塔楼,,,,,,热水器,暖气,房源编号 692863,4000,万盛(城关区/西关什字)
整租,1室1厅1卫,45,7,1,0,0,0,0,中,南北,简装修,和平人家南侧,床,,,洗衣机,,热水器,暖气,房源编号 692862,1400,兰大附近和平人家(城关区/火车站)
整租,2室1厅1卫,10,28,0,0,0,1,0,低,不限,简单装修,邓家花园附近,床,,,洗衣机,,热水器,暖气,房源编号 692860,1200,水岸颐苑(城关区/东方红广场)
整租,2室2厅2卫,105,35,0,0,0,0,1,中,不限,简单装修,万达隔壁，枫叶国际,,,,,,,,房源编号 692857,3500,至诚枫叶国际(城关区/滩尖子)
整租,3室1厅1卫,98,8,1,0,0,0,0,高,东北,中等装修,东岗东路1556-1652号,床,,冰箱,,,热水器,暖气,房源编号 677859,2300,"飞天家园A区
                            (城关区/东部市场)"
整租,2室2厅1卫,94,16,0,0,1,0,0,中,南北,中等装修,兰工坪路424号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692855,2200,"瑞兴园北区
                            (七里河区/龚家湾)"
整租,2室2厅1卫,125,11,0,1,0,0,0,高,南,简装修,"段家滩路1265-1517号,五里铺桥北(原灯泡厂院",床,,冰箱,洗衣机,,热水器,暖气,房源编号 690572,1888,"东湖小区
                            (城关区/东部市场)"
整租,3室2厅1卫,102,7,1,0,0,0,0,高,南,简单装修,安宁去街坊路11,床,,,,,热水器,暖气,房源编号 692852,2400,兰州城市学院校本部(安宁区/刘家堡)
整租,1室2厅1卫,62,8,1,0,0,0,0,中,南,简单装修,东岗镇路203号,床,,,,,,,房源编号 692851,1600,"黄河沿小区
                            (城关区/东岗)"
整租,1室2厅1卫,62,8,1,0,0,0,0,中,南,简单装修,东岗镇路203号,床,,,,,,,房源编号 692850,1500,"黄河沿小区
                            (城关区/东岗)"
整租,1室1厅1卫,58,12,0,1,0,0,0,低,南,简装修,静安小区１号楼１单元２０１,床,,,,,,暖气,房源编号 692849,1300,兰州静安小区(城关区/西关什字)
整租,2室2厅1卫,103,9,0,1,0,0,0,中,南北,中等装修,南滨河中路497号,,,,,,,,房源编号 692848,2500,兰木小区(七里河区/西站)
整租,2室2厅1卫,92,8,1,0,0,0,0,中,南北,精装修,"南滨河西路,兰州市公安局交警支队龚家湾大队附近",床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 692847,1900,"秀川水电勘测设计院家属院
                            (七里河区/秀川)"
整租,2室2厅1卫,113,28,0,0,0,1,0,高,东南,精装修,雁北路2616号(新港城西侧),床,电视,,洗衣机,,热水器,暖气,房源编号 692845,3500,"正茂.海龙花园
                            (城关区/雁滩北)"
整租,3室1厅1卫,90,8,1,0,0,0,0,中,东,中等装修,滨河中路85-101号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692844,1800,小西湖水车园*建委家属院(七里河区/小西湖)
整租,2室2厅1卫,82,8,1,0,0,0,0,高,南北,精装修,金港城,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692843,2300,金港城(七里河区/西站)
整租,2室2厅1卫,97,33,0,0,0,0,1,高,南,简单装修,城关区盐场路2号,,,,,,热水器,暖气,房源编号 692842,2300,"绿莹花园
                            (城关区/黄河北)"
整租,3室2厅1卫,150,22,0,0,0,1,0,中,东南,简装修,"宋家滩99号,雁滩路",床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 692836,2500,"新港城A区
                            (城关区/雁滩北)"
整租,1室1厅1卫,42,8,1,0,0,0,0,中,南北,精装修,西关十字木塔巷,床,,,,,热水器,暖气,房源编号 674069,1800,"木塔巷小区
                            (城关区/西关什字)"
整租,2室2厅1卫,98,18,0,0,1,0,0,高,南北,简单装修,龚家湾民乐路百货仓库,床,,冰箱,,,热水器,暖气,房源编号 692839,1600,恒瑞小区(七里河区/龚家湾)
整租,2室2厅2卫,150,30,0,0,0,1,0,高,西北,精装修,静宁路199-217号,,,冰箱,洗衣机,空调,热水器,暖气,房源编号 682806,6000,"西北大厦
                            (城关区/南关什字)"
整租,4室2厅2卫,142,18,0,0,1,0,0,高,南北,精装修,兰州市碧桂园约克郡三组团,,,,,,热水器,暖气,房源编号 689007,2100,碧桂园约克郡(城关区/雁滩南)
整租,2室1厅1卫,70,8,1,0,0,0,0,低,南北,简装修,西关十字木塔巷,,,,,,,暖气,房源编号 692832,2500,"木塔巷小区
                            (城关区/西关什字)"
整租,2室1厅1卫,70,5,1,0,0,0,0,中,南北,简单装修,十里店南街,床,,冰箱,,,,暖气,房源编号 692829,1500,十里店南街花园(安宁区/培黎广场)
整租,3室1厅1卫,98,8,1,0,0,0,0,高,东北,中等装修,东岗东路1556-1652号,床,,冰箱,,,热水器,暖气,房源编号 659013,2300,"飞天家园A区
                            (城关区/东部市场)"
整租,3室1厅1卫,100,4,1,0,0,0,0,低,东西,简装修,自由路航天宾馆,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 689013,2500,*新村51号(城关区/西关什字)
整租,1室1厅1卫,40,6,1,0,0,0,0,高,南,精装修,西站光华街77-169号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 692822,1600,"轴承厂家属院
                            (七里河区/西站)"
整租,2室1厅1卫,70,8,1,0,0,0,0,高,南北,简单装修,西站铁路润安小区,床,,冰箱,,,热水器,暖气,房源编号 692820,1900,西站铁路润安小区(七里河区/西站)
整租,2室1厅1卫,50,4,1,0,0,0,0,高,不限,简单装修,城关区和政西街148号,床,电视,冰箱,,,热水器,暖气,房源编号 692816,1700,"四角楼
                            (城关区/五泉广场)"
整租,2室1厅1卫,73,35,0,0,0,0,1,低,不限,简单装修,庙滩子靖远路(派出所附近),床,,冰箱,洗衣机,,热水器,,房源编号 692815,2200,"元森北新时代紫藤园
                            (城关区/黄河北)"
整租,3室2厅2卫,138,8,1,0,0,0,0,低,南北,精装修,力行新村59号,,,,,,,,房源编号 692814,5600,力行新村甘报社家属院(城关区/五泉广场)
整租,2室1厅1卫,75,8,1,0,0,0,0,高,南北,精装修,安宁西路费家营十字,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 692808,2000,费家营农行家属院(安宁区/费家营)
