出租方式,户型,建筑面积,层数,楼层,朝向,装修,地址,床,电视,冰箱,洗衣机,空调,热水器,标题,价格
整租,2室2厅1卫,96,33,中层,10,2,甘肃省兰州市城关区盐场路 附近,1,1,1,1,1,1,房源编号 309518431,2400
整租,2室2厅1卫,76,6,高层,10,2,雁滩路2618号,1,0,0,0,0,0,房源编号 308792672,2300
整租,1室2厅1卫,44,33,中层,暂无,4,和政路东街189号,1,1,1,1,0,1,房源编号 309497040,2900
整租,1室0厅1卫,41,33,中层,8,3,和政路东街189号,1,1,0,0,1,1,房源编号 309492904,3000
整租,1室1厅1卫,55,6,中层,10,2,红山西路298号,1,1,0,0,1,1,房源编号 309433111,1100
整租,3室2厅1卫,171,22,高层,10,1,永昌路283号,0,0,0,0,0,1,房源编号 308606510,5500
整租,1室1厅1卫,50,8,高层,8,3,永昌路243号附近,1,1,1,1,1,1,房源编号 309501030,1800
整租,1室1厅1卫,55,8,高层,10,3,静宁路北口,1,1,1,1,1,1,房源编号 309499716,1600
整租,2室1厅1卫,65,6,高层,9,暂无资料,一只船南街785号,1,1,1,1,1,1,房源编号 309498388,2200
整租,4室2厅3卫,172,30,高层,10,4,城关区青白石街,1,0,0,0,0,0,房源编号 309491485,4200
整租,1室1厅1卫,44,30,中层,6,2,城关区青白石街,1,0,0,0,0,0,房源编号 309491313,1500
整租,3室2厅1卫,100,26,高层,10,4,城关区青白石街,1,0,0,0,0,0,房源编号 309481847,2000
整租,3室2厅1卫,108,30,低层,10,2,城关区青白石街,1,0,1,0,0,1,房源编号 309481681,2300
整租,5室2厅3卫,266,17,高层,10,4,城关区青白石街,1,0,0,0,0,0,房源编号 309481448,4500
整租,3室2厅1卫,106,24,中层,8,4,城关区青白石街,1,0,0,0,0,0,房源编号 309480901,2700
整租,3室2厅1卫,101,29,高层,10,4,城关区青白石街,1,0,0,0,0,0,房源编号 309480560,1900
整租,3室2厅2卫,142,26,低层,10,4,城关区青白石街,1,0,0,0,0,0,房源编号 309480371,2300
整租,2室2厅1卫,89,26,中层,8,4,城关区青白石街,1,0,0,0,0,0,房源编号 309479884,1900
整租,3室2厅1卫,113,26,低层,8,4,城关区青白石街,1,0,0,0,0,0,房源编号 309479623,2200
整租,2室2厅1卫,80,26,低层,8,4,城关区青白石街,1,0,0,0,0,0,房源编号 309479366,1600
整租,3室2厅1卫,99,26,低层,8,4,城关区青白石街,1,0,0,0,0,0,房源编号 309479004,1700
整租,6室2厅4卫,343,23,中层,10,2,城关区青白石街,1,0,0,0,0,0,房源编号 309478692,5000
整租,6室2厅2卫,285,2,中层,10,4,城关区青白石街,1,0,0,0,0,0,房源编号 309478350,8000
整租,1室0厅1卫,44,30,低层,8,4,城关区青白石街,1,0,0,0,0,0,房源编号 309477804,1800
整租,4室2厅3卫,172,30,高层,10,4,城关区青白石街,1,0,0,0,0,0,房源编号 309477347,4200
整租,1室1厅1卫,44,30,中层,6,2,城关区青白石街,1,0,0,0,0,0,房源编号 309476809,1500
整租,2室1厅1卫,70,22,中层,8,4,东岗东路514号原6413厂(东岗东路1008-10,1,0,0,0,1,1,房源编号 309468411,2500
整租,2室2厅1卫,115,19,高层,8,3,民主西路7号,1,1,0,0,1,1,房源编号 309433073,4600
整租,1室1厅1卫,47,8,高层,8,3,南昌路1680号,1,1,1,1,1,1,房源编号 309466505,1800
整租,2室2厅1卫,97,6,中层,10,4,雁兴路3101号,0,0,0,0,0,1,房源编号 309451123,2800
整租,2室2厅1卫,110,19,低层,10,4,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 309444457,3100
整租,1室0厅1卫,41,25,高层,1,3,火车站广场向西200米,1,1,0,0,1,1,房源编号 309433050,2000
整租,2室1厅1卫,50,3,高层,8,2,嘉峪关西路399号东,0,0,0,0,0,0,房源编号 307384412,1500
整租,4室2厅1卫,240,30,高层,8,2,东岗东路1999号(兰新商业广场内瑞德尔超市对面),0,0,0,0,0,1,房源编号 306919044,8000
整租,3室1厅1卫,165,12,高层,8,2,兰新市场118号楼旁,1,1,1,1,1,1,房源编号 307846540,6000
整租,2室1厅1卫,70,8,低层,8,2,南滨河东路198-476号,1,1,1,1,1,1,房源编号 307461776,2200
整租,2室1厅1卫,64,7,高层,10,3,段家滩路504-526号，商学院附近，电影制片厂家属,1,1,1,1,1,1,房源编号 308099662,2000
整租,2室2厅1卫,110,19,中层,8,2,东岗东路514号原6413厂(东岗东路1008-10,1,1,0,0,0,1,房源编号 309459713,2500
整租,1室1厅1卫,46,22,低层,8,2,东岗东路514号原6413厂(东岗东路1008-10,1,1,0,0,1,1,房源编号 309459249,1500
整租,2室1厅1卫,75,8,中层,10,3,雁西路1890号,1,1,1,1,1,1,房源编号 309547807,2300
整租,1室1厅1卫,66,28,高层,1,3,东岗东路514号原6413厂(东岗东路1008-10,1,1,0,0,0,1,房源编号 309533227,2200
整租,2室2厅1卫,80,6,中层,8,2,雁滩路2618号,1,1,1,1,1,1,房源编号 309508118,2500
整租,1室2厅0卫,80,6,中层,5,4,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,1,1,1,1,房源编号 309500672,2600
整租,2室1厅1卫,80,6,中层,5,4,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,1,1,1,1,房源编号 309499992,2600
整租,2室1厅1卫,72,5,低层,10,4,嘉峪关东路131—137路,1,1,1,1,1,1,房源编号 309492561,1600
整租,3室2厅1卫,135,14,高层,10,4,雁滩路2597号，雁滩路安全厅对面,1,1,0,0,1,1,房源编号 309237168,3200
整租,2室1厅1卫,75,4,低层,10,2,嘉峪关西路399号东,0,0,0,0,0,0,房源编号 309476659,1700
整租,2室1厅1卫,75,6,低层,10,2,嘉峪关西路399号东,0,0,0,0,0,1,房源编号 309475742,1700
整租,1室1厅1卫,60,12,高层,2,2,盘旋路锦江阳光大酒店后面,1,0,0,1,0,1,房源编号 309474395,2000
整租,1室1厅1卫,50,12,高层,8,2,盘旋路锦江阳光大酒店后面,1,0,1,0,0,1,房源编号 309473691,1900
整租,2室2厅1卫,101,6,中层,10,4,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,1,1,1,1,房源编号 309463166,2200
整租,2室1厅1卫,70,6,低层,7,2,小沟头195-205号,1,1,1,1,0,1,房源编号 309458310,1700
整租,2室1厅1卫,63,8,高层,10,3,中山路131-133号,1,1,1,1,1,1,房源编号 309440863,1800
整租,2室1厅1卫,60,6,高层,9,3,陈家湾子10-36号,1,0,1,1,0,1,房源编号 309430714,2000
整租,3室2厅1卫,99,26,中层,8,4,城关区青白石街,1,0,1,1,0,1,房源编号 629782,2200
整租,3室2厅1卫,99,26,中层,8,4,城关区青白石街,1,0,1,1,0,1,房源编号 629781,2000
整租,2室2厅1卫,100,26,高层,10,4,广场北路100号,1,1,0,0,0,1,房源编号 624526,4200
整租,2室1厅1卫,55,6,高层,8,2,嘉峪关东路87号,1,1,1,1,1,1,房源编号 629188,2000
整租,1室1厅1卫,60,33,低层,8,2,兰州市城关区红山西路,1,1,0,1,0,1,房源编号 629775,1500
整租,1室1厅1卫,40,8,中层,不限,2,大众巷,0,0,0,0,0,0,房源编号 629764,1500
整租,2室2厅1卫,92,33,中层,7,5,城投 水岸茗苑,1,1,1,1,0,1,房源编号 629752,4800
整租,2室1厅1卫,72,8,高层,8,2,"黄河沿54号,儿童公园*",1,1,1,1,0,0,房源编号 627824,2000
整租,4室2厅2卫,160,8,中层,10,5,万达旁,1,1,1,1,0,1,房源编号 626847,4500
整租,4室2厅2卫,161,8,中层,10,5,万达大润发金雁花园高法,1,1,1,1,0,1,房源编号 627802,4500
整租,1室1厅1卫,40,7,中层,10,3,南滨河东路349-401号,1,0,1,0,0,0,房源编号 629634,1650
整租,3室1厅1卫,92,8,中层,10,4,盐场路551号,0,0,0,0,0,0,房源编号 629617,2000
整租,2室1厅1卫,65,6,低层,8,2,"宋家滩99号,雁滩路",0,0,0,0,0,1,房源编号 629302,2300
整租,1室1厅1卫,40,7,高层,10,2,三角花园,0,0,0,0,0,0,房源编号 629587,800
整租,3室2厅1卫,90,8,高层,不限,不限,红星巷180号,1,1,1,1,0,1,房源编号 627636,2500
整租,2室2厅1卫,96,20,中层,10,4,"雁滩大桥向东,鸿运润园东侧",1,1,1,1,1,1,房源编号 627715,3600
整租,1室1厅1卫,60,6,中层,10,3,嘉峪关东路131—137路,1,0,0,0,0,0,房源编号 307595670,1400
整租,1室1厅1卫,66,28,低层,10,4,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 307596194,2000
整租,1室1厅1卫,66,28,中层,10,2,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 307596602,1800
整租,2室1厅1卫,80,8,低层,10,2,东岗东路1556-1652号,0,0,0,0,0,0,房源编号 307595945,2500
整租,1室1厅1卫,65,22,低层,8,4,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 307596422,1800
整租,2室1厅1卫,90,8,高层,10,3,段家滩路504-526号，商学院附近，电影制片厂家属,1,0,0,0,0,0,房源编号 307595589,1300
整租,2室2厅2卫,128,14,高层,10,4,天庆大道600-710号，雁南路与天庆大道交界处附近,1,0,1,1,0,0,房源编号 307597130,3000
整租,2室1厅1卫,75,9,中层,10,3,东岗东路1556-1652号,1,1,1,1,1,1,房源编号 307596951,1700
整租,1室1厅1卫,72,9,低层,7,2,段家滩路740-792号,1,0,0,1,0,0,房源编号 307597214,1700
整租,2室1厅1卫,65,8,中层,暂无,3,武都路212号,1,1,0,0,1,1,房源编号 309299486,2000
整租,1室1厅1卫,50,8,高层,暂无,3,贡元巷53-59号,1,1,0,0,1,1,房源编号 309299768,2400
整租,2室2厅1卫,100,9,低层,暂无,2,段家滩路1265-1517号，五里铺桥北(原灯泡厂院,1,1,1,1,1,1,房源编号 309425710,2300
整租,2室2厅1卫,101,6,高层,暂无,3,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,1,1,1,1,房源编号 309304655,3000
整租,2室1厅1卫,60,6,高层,暂无,4,段家滩南250号,1,1,1,1,1,1,房源编号 309424161,2000
整租,2室2厅1卫,103,6,中层,暂无,3,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,0,0,0,1,房源编号 309423695,2800
整租,2室2厅1卫,66,25,中层,8,4,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 309421533,2400
整租,2室2厅1卫,105,32,低层,暂无,4,雁滩雁南路 中粮可口可乐公司对面,1,1,1,1,1,1,房源编号 309421107,2400
整租,2室1厅1卫,89,31,高层,8,3,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,1,1,1,1,房源编号 309419134,1800
整租,2室2厅2卫,98,6,低层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 309416983,3800
整租,2室2厅1卫,96,6,中层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 309416964,3200
整租,1室1厅1卫,58,24,中层,8,2,雁西路1119号（工业城对面）,0,0,0,0,1,1,房源编号 309416900,2700
整租,1室1厅1卫,55,25,低层,8,4,雁北路2728号,0,0,0,0,1,1,房源编号 309416873,3200
整租,2室2厅2卫,112,28,中层,8,4,雁北路2728号,0,0,0,0,1,1,房源编号 309416852,4500
整租,3室2厅2卫,105,6,中层,10,3,雁滩雁兴路116、130、124路车终点(天庆花园东,1,0,0,0,0,1,房源编号 306915788,3000
整租,2室2厅1卫,116,11,中层,10,3,天庆大道600-710号，雁南路与天庆大道交界处附近,1,0,1,1,0,1,房源编号 306910433,3500
整租,2室2厅1卫,100,6,中层,10,4,雁兴路3101号,1,0,0,0,0,1,房源编号 307223823,2800
整租,2室1厅1卫,90,30,低层,10,3,南面滩138路终点站可口可乐加油站东侧,0,0,0,0,0,1,房源编号 307220879,2100
整租,3室2厅2卫,126,19,高层,10,4,省广电中心向南100米，张苏滩附近，省警卫局南,1,0,0,0,0,1,房源编号 307147286,4500
整租,3室2厅1卫,104,6,中层,10,4,雁滩雁兴路116、130、124路车终点(天庆花园东,1,0,0,0,0,1,房源编号 307145971,3200
整租,2室2厅1卫,95,18,中层,8,3,高新开发区科教城一期对面,0,0,0,0,0,0,房源编号 307128692,2500
整租,3室2厅2卫,104,6,中层,10,4,雁滩雁兴路116、130、124路车终点(天庆花园东,1,0,0,0,0,1,房源编号 307121903,3200
整租,2室2厅1卫,101,30,中层,10,3,南面滩138路终点站可口可乐加油站东侧,1,0,0,0,0,1,房源编号 307125974,2200
整租,2室2厅1卫,110,6,中层,10,4,天庆大道600-710号，雁南路与天庆大道交界处附近,1,1,0,0,0,1,房源编号 307110249,3400
整租,2室2厅1卫,78,7,中层,10,4,雁滩路2618号,1,0,0,0,0,1,房源编号 307106892,2600
整租,2室2厅1卫,102,8,高层,10,3,雁园路288号,1,0,0,0,0,0,房源编号 307105103,2600
整租,2室1厅1卫,85,6,中层,10,4,雁兴路3101号,1,1,0,0,0,1,房源编号 307098613,2500
整租,2室2厅1卫,88,8,低层,9,3,南河路1582-1622号,1,0,0,0,0,0,房源编号 307096386,2500
整租,3室2厅2卫,125,6,高层,10,4,雁滩雁兴路116、130、124路车终点(天庆花园东,1,0,0,0,0,1,房源编号 307093369,3600
整租,2室2厅1卫,108,6,高层,10,3,雁滩路2618号,1,0,1,0,0,1,房源编号 306919539,2800
整租,2室2厅1卫,103,14,低层,暂无,2,雁滩雁南路 中粮可口可乐公司对面,1,1,1,1,1,1,房源编号 309412194,2500
整租,2室2厅1卫,72,28,中层,暂无,3,和政东街310号，金轮广场附近,1,1,0,0,0,1,房源编号 309337426,3100
整租,2室1厅1卫,75,8,低层,暂无,3,火车站东路400,1,1,0,0,1,1,房源编号 309328003,2300
整租,4室2厅2卫,160,6,高层,8,3,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,0,0,1,1,房源编号 309410876,2800
整租,2室1厅1卫,70,22,中层,7,4,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 309409964,1500
整租,2室2厅1卫,109,12,高层,8,3,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,1,1,1,1,房源编号 309407921,3000
整租,2室1厅1卫,91,6,中层,8,3,雁兴路3101号,1,1,1,1,1,1,房源编号 309406403,3000
整租,2室2厅1卫,71,6,高层,8,4,雁滩雁兴路116、130、124路车终点(天庆花园东,0,1,1,0,1,1,房源编号 309405730,2800
整租,3室2厅1卫,128,6,中层,8,4,雁滩雁兴路116、130、124路车终点(天庆花园东,0,0,1,0,0,0,房源编号 309401303,3800
整租,2室2厅1卫,106,29,低层,暂无,2,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,1,1,1,1,房源编号 309399858,2000
整租,2室2厅2卫,112,17,中层,暂无,3,"民主西路195号,长虹焊条厂院内（五泉路向南150米",1,0,0,0,1,0,房源编号 309305945,4600
整租,2室1厅1卫,107,32,高层,10,4,兰州市城关区段家滩路450号,1,0,0,0,1,1,房源编号 309361371,3000
整租,3室2厅1卫,122,14,高层,10,3,雁兴路3101号,1,1,0,0,1,1,房源编号 309328711,2800
整租,2室1厅1卫,103,14,低层,10,3,雁滩雁南路 中粮可口可乐公司对面,1,1,1,1,1,1,房源编号 309326248,2500
整租,2室2厅1卫,105,32,低层,暂无,4,雁滩雁南路 中粮可口可乐公司对面,1,1,1,1,1,1,房源编号 309325531,2400
整租,2室2厅1卫,71,6,中层,8,3,雁滩雁兴路116、130、124路车终点(天庆花园东,1,0,1,1,0,0,房源编号 309321215,2600
整租,2室2厅1卫,102,6,低层,暂无,3,雁滩雁兴路116、130、124路车终点(天庆花园东,0,1,1,0,1,1,房源编号 309314413,3000
整租,2室0厅1卫,50,8,低层,7,3,武都路650号，金塔巷,1,1,1,1,1,1,房源编号 308646878,1900
整租,2室1厅1卫,80,8,中层,10,3,南滨河东路349-401号,1,1,1,1,1,1,房源编号 308222386,2000
整租,2室2厅1卫,90,30,中层,9,4,火车站西路5号,1,1,0,0,1,1,房源编号 309310761,3600
整租,2室1厅1卫,68,8,中层,10,4,城关区闵家桥215-231,1,1,1,0,0,0,房源编号 309271326,1800
整租,2室1厅1卫,68,6,高层,9,3,城关区闵家桥215-231,1,0,1,1,0,0,房源编号 309276242,1700
整租,3室1厅1卫,87,6,高层,10,3,城关区闵家桥215-231,1,0,1,1,0,1,房源编号 309273970,2200
整租,2室2厅1卫,92,19,中层,10,4,静宁南路61-65号,1,1,1,1,0,0,房源编号 309272681,5000
整租,2室1厅1卫,65,8,高层,9,4,和平新村138-226号,1,1,0,1,0,0,房源编号 309272019,1800
整租,1室0厅0卫,93,6,低层,8,3,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,0,0,1,1,房源编号 309309836,2800
整租,3室2厅1卫,88,18,中层,8,4,雁滩路2597号，雁滩路安全厅对面,1,1,1,1,0,1,房源编号 306054266,2500
整租,2室2厅1卫,83,26,低层,10,4,城关区雁兴路,1,1,1,1,1,1,房源编号 309302110,2000
整租,2室1厅1卫,70,6,高层,10,2,兰州市城关区靖远路街道九州大道78178号,1,1,0,0,0,1,房源编号 309301926,1400
整租,2室1厅1卫,70,6,低层,10,2,兰州市城关区靖远路街道九州大道78178号,0,1,0,0,0,1,房源编号 309301448,1200
整租,2室1厅1卫,70,7,高层,10,2,兰州市城关区靖远路街道九州大道78178号,0,1,0,0,0,1,房源编号 309300850,1400
整租,2室1厅1卫,87,32,中层,8,2,嘉峪关东路451号,1,0,0,0,0,0,房源编号 309297578,2100
整租,2室2厅1卫,95,32,中层,8,2,嘉峪关东路451号,1,0,0,0,0,1,房源编号 309297533,2300
整租,3室2厅1卫,130,24,高层,8,2,城关区东岗东路2704号对面,0,0,0,0,0,0,房源编号 309297526,5500
整租,2室1厅1卫,55,33,高层,7,2,段家滩路528号,1,1,0,1,0,1,房源编号 309417912,2200
整租,3室2厅1卫,123,26,高层,10,4,东岗东路，东部市场旁边，西北油漆厂对面,1,1,0,0,1,1,房源编号 309416686,4500
整租,2室1厅1卫,70,22,中层,7,4,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 309416721,2500
整租,3室2厅2卫,174,30,高层,2,2,"东岗东路,东部市场西北鞋城东岗东路2470号附近",1,1,1,1,1,1,房源编号 309416642,5500
整租,4室0厅2卫,340,25,中层,8,2,雁滩路高新开发区53路终点站,0,0,0,0,1,1,房源编号 309404942,15300
整租,2室1厅1卫,72,5,低层,10,3,嘉峪关东路131—137路,1,1,0,1,0,1,房源编号 309400780,1600
整租,2室1厅1卫,100,9,低层,8,2,段家滩路1265-1517号，五里铺桥北(原灯泡厂院,1,1,1,1,1,1,房源编号 309399919,2000
整租,2室2厅1卫,104,6,中层,10,4,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,0,0,1,1,房源编号 309398099,2600
整租,3室2厅1卫,93,8,中层,10,4,东岗东路1556-1652号,1,1,1,1,1,1,房源编号 304336266,2000
整租,2室1厅1卫,72,8,中层,10,3,东岗东路，拱星墩社区肉菜市场,1,1,1,1,1,1,房源编号 304433176,1900
整租,3室2厅2卫,141,28,高层,10,4,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 304433273,2500
整租,1室1厅1卫,65,28,中层,1,4,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 301986892,2200
整租,2室1厅1卫,160,6,高层,10,4,段家滩南250号,1,1,1,1,1,1,房源编号 302051504,4500
整租,1室1厅1卫,60,27,低层,8,2,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 302048442,1800
整租,2室1厅1卫,100,31,低层,10,2,东岗东路1556-1652,1,1,0,0,1,1,房源编号 303376202,1500
整租,3室2厅2卫,133,11,中层,10,3,段家滩南250号,1,1,1,1,1,1,房源编号 304241639,1400
整租,3室2厅2卫,137,6,高层,10,4,段家滩南250号,1,1,1,1,1,1,房源编号 304242095,1500
整租,3室2厅1卫,112,30,中层,10,3,区天水路-兰州火车站东100米,0,0,0,0,0,1,房源编号 309390313,3000
整租,1室1厅1卫,50,9,高层,8,4,何家庄西街40号,1,1,1,1,1,1,房源编号 309387478,2200
整租,1室1厅1卫,55,8,低层,2,4,兰州市城关区白银路街道小南城巷3号,0,1,1,1,1,1,房源编号 307301632,1800
整租,2室2厅1卫,105,26,低层,10,3,中山路131-133号,1,1,0,0,1,1,房源编号 309341655,2600
整租,2室1厅1卫,105,26,低层,10,3,城关区中林路35-41号,1,1,1,1,1,1,房源编号 309340673,2600
整租,3室1厅1卫,130,14,中层,10,4,雁滩路3604-3622号黄河医院对面（雁滩图书批发,0,0,0,0,0,0,房源编号 309315260,3200
整租,3室2厅1卫,130,33,低层,4,2,兰州市城关区雁西路518号古玩城旁,0,0,0,0,0,0,房源编号 309315083,6000
整租,2室2厅1卫,110,30,低层,8,4,兰州市雁儿湾路213-219,1,1,1,1,0,1,房源编号 300055575,2500
整租,2室1厅1卫,15,6,高层,8,2,榆中街,1,0,0,0,0,0,房源编号 629190,850
整租,2室2厅1卫,80,8,中层,9,2,中山路225-243号(中山桥南50米),1,1,1,1,1,1,房源编号 629504,2300
整租,2室2厅1卫,80,8,中层,9,2,中山路225-243号(中山桥南50米),0,0,1,1,1,0,房源编号 629500,2300
整租,2室2厅1卫,98,9,高层,10,2,雁滩万达广场*,0,0,0,0,0,0,房源编号 629492,3200
整租,2室0厅1卫,53,5,中层,不限,2,白银路,1,1,1,1,0,1,房源编号 629471,1800
整租,2室2厅2卫,130,30,低层,10,2,北滨河东路66-88号,0,0,0,0,0,1,房源编号 629463,4000
整租,2室1厅1卫,70,8,中层,9,4,定西南路（七中*）,0,0,0,0,0,1,房源编号 629461,1800
整租,2室2厅1卫,87,8,中层,10,2,团结新村52,1,0,1,1,1,1,房源编号 629456,2500
整租,2室2厅1卫,92,26,中层,8,4,"雁滩大桥向东,鸿运润园东侧",1,1,1,1,0,1,房源编号 623204,3200
整租,2室1厅1卫,79,14,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623954,1980
整租,1室2厅1卫,60,8,高层,9,2,秦安路57号,0,0,0,0,0,0,房源编号 629339,1600
整租,2室2厅1卫,104,6,中层,10,3,雁北路1201-1499号,1,0,0,0,0,1,房源编号 629327,2500
整租,2室1厅1卫,70,8,中层,9,4,定西南路,0,0,0,0,0,1,房源编号 629316,1800
整租,2室2厅1卫,72,8,中层,9,4,城关区嘉峪关西路省幼师东侧,1,1,0,0,0,1,房源编号 625256,2500
整租,3室2厅2卫,143,28,高层,8,4,雁北路2728号,0,0,0,0,1,1,房源编号 309291105,4000
整租,1室1厅1卫,60,28,中层,8,4,雁北路2728号,0,0,0,0,1,1,房源编号 309291086,2800
整租,3室2厅2卫,147,6,中层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 309291064,4800
整租,2室2厅1卫,91,6,低层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 309291052,3500
